CASE_UUID,FILE_UUID,FILE_NAME,EXPERIMENTAL_STRATEGY
a205522f-2df0-4829-b86f-fa43c76c39cc,2e7d946e-a957-4a62-9bb6-4b861c9b19e0,bf76fc2e-bfb2-4aba-8dc9-0ccc018e9643.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
a21bdd7e-f3cf-4826-9967-7eaffc0d035a,f792eb0c-3d43-4bcc-a6f5-9bb72551c54a,599e7108-0f5b-4a10-b16b-521d49ef3623.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
a21bdd7e-f3cf-4826-9967-7eaffc0d035a,8a6e4650-b0d1-4818-925d-a9d0f66b8538,TCGA-KQ-A41Q-01A-01-TSA.71977A32-E534-4F75-8F5D-B4DBE22F184C.svs,Tissue Slide
a22235ef-0fd3-4087-a36c-bb22704450ea,ee2bde52-1c14-4f64-8b42-2591e5a89b33,TCGA-2G-AAGS-01Z-00-DX1.2D706E3D-813A-4DBE-A335-3760BEB6C628.svs,Diagnostic Slide
a22235ef-0fd3-4087-a36c-bb22704450ea,4a886ecd-65c1-42bc-ad69-a1c19bed4b75,TCGA-2G-AAGS-01Z-00-DX2.EDCCB3FC-C522-4FCF-AF5C-A99FAFA96011.svs,Diagnostic Slide
a22235ef-0fd3-4087-a36c-bb22704450ea,f531aee0-f513-4370-a21d-e05e6e85a341,TCGA-2G-AAGS-01A-01-TS1.7D311EF6-2C7C-43FC-8BC4-AA4A52398BCC.svs,Tissue Slide
a22235ef-0fd3-4087-a36c-bb22704450ea,66a70045-e36b-4da2-a27f-c93e2488bf75,bc2582c8-bc78-4645-803f-52d90ca9c433.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
a2319490-b85d-4219-a1b0-fa1ec432d5c8,26c17780-9bce-409b-9eaa-67fcf477d6c7,TCGA-29-2414-02A-01-BS1.d98dd76c-5162-4b4d-b0fa-0604d8a40117.svs,Tissue Slide
a2319490-b85d-4219-a1b0-fa1ec432d5c8,26438d97-7bd3-4f4c-9f09-38d5cef705a0,TCGA-29-2414-02A-01-TS1.9e8b6cda-a655-40f9-a448-d45218dc54c8.svs,Tissue Slide
a2319490-b85d-4219-a1b0-fa1ec432d5c8,e107b7de-c88a-4fcf-99a1-e652ca42c470,TCGA-29-2414-01A-01-BS1.c86cba2a-8d47-4657-84ad-1a66647440e9.svs,Tissue Slide
a2319490-b85d-4219-a1b0-fa1ec432d5c8,f80555bd-0ae6-42c4-b312-a483f1f36870,10a8816a-29ad-4503-b40b-fba675b64107.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
a2319490-b85d-4219-a1b0-fa1ec432d5c8,6ab604cb-ea60-44cd-93c7-1d93e5670802,b4388ff2-9482-41b4-a80b-a361ec3ef4d8.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
a2319490-b85d-4219-a1b0-fa1ec432d5c8,9d990512-1576-4625-8fbd-a8b46fbbdf99,TCGA-29-2414-01A-02-BS2.5006bae6-462f-4310-b8ab-8d7d8809cc0f.svs,Tissue Slide
a2338b30-f511-4163-af3b-1e4a40ff00e1,863e6257-809d-48ea-a7d4-ef9fa030124d,7a5f6106-e991-4fdb-ae52-61099bd8c3b9.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
a2338b30-f511-4163-af3b-1e4a40ff00e1,3477e40f-894a-4eaa-ba75-91d144f81120,TCGA-14-0787-01A-01-BS1.1222e38e-5d97-4bcf-ab15-280112d21839.svs,Tissue Slide
a23511df-ed31-4f3f-9fe5-87a3621c0de9,713886f0-8358-441f-8b6f-93b59dd5d33a,TCGA-08-0354-01A-01-BS1.9357fb4a-20d2-4b3d-b371-ca02365c644e.svs,Tissue Slide
a2434f47-2168-47d0-9bbb-981071597843,8ebe5f43-053c-4bfc-aefd-b9c22897b4ce,d7dc889e-649a-46e1-98ae-d4708c26930b.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
a2434f47-2168-47d0-9bbb-981071597843,0415dc25-2014-4f97-8ad5-fe33adc92874,TCGA-JL-A3YW-01Z-00-DX1.827C5C53-9C30-4307-802A-5A7896828A7F.svs,Diagnostic Slide
a2434f47-2168-47d0-9bbb-981071597843,74cee2b9-ad9b-49bb-a563-e57aa2074190,TCGA-JL-A3YW-01A-01-TS1.6306EE8C-C37B-4673-B4A1-D0531686C217.svs,Tissue Slide
a2453bcb-90f2-4505-949d-a89cf4bfc9b8,15486cf7-cc7d-44d5-968e-845277e7d11c,TCGA-C8-A1HF-01A-01-TSA.d56d3e29-1711-49c8-8628-9210d1ddb71c.svs,Tissue Slide
a2453bcb-90f2-4505-949d-a89cf4bfc9b8,a9dac042-e1da-4ad1-b585-7e08128f3c82,TCGA-C8-A1HF-01Z-00-DX1.81EF9A57-54E1-4750-9816-5571FD18A297.svs,Diagnostic Slide
a2453bcb-90f2-4505-949d-a89cf4bfc9b8,da7f48b2-3bed-4824-8de7-187d0b22f54d,0a72c39e-889a-4990-bf96-6c7b9b8c1124.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
a25a714e-c142-482b-91c8-4fea763e0254,c55ad7ab-27f1-49b5-844c-00daa90a9e55,14e80841-cfb9-42fb-9cae-db9f282ba4fd.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
a25b293b-e019-4890-b44d-bec4dedf46fb,54885644-d9f0-4278-bc7c-40e42bcd28e1,becdc4f8-3eee-4085-9046-31c7a059adff.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
a25b293b-e019-4890-b44d-bec4dedf46fb,cd08b8c7-2983-4836-aa50-529a90696d9a,TCGA-WE-A8K1-06A-02-TSB.16FC32E5-AA75-4A26-AD07-BE1D3130DBB6.svs,Tissue Slide
a25b293b-e019-4890-b44d-bec4dedf46fb,dee90855-0e98-4a7f-a0d5-e8729a229405,TCGA-WE-A8K1-06Z-00-DX1.78AB8C19-41B2-4BAB-AD11-48051A2E4C78.svs,Diagnostic Slide
a262928c-e20a-4c02-8114-1227e05c43e1,89dad61a-6e26-4fd2-b277-1e438092af86,664dc12a-5d76-4efb-bb33-f0f58c937062.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
a262928c-e20a-4c02-8114-1227e05c43e1,e47e66bf-8faf-46b4-8fd9-febb633f4d91,TCGA-19-4065-01Z-00-DX1.ae849f85-f1b0-4979-82c0-eb22c61d2acb.svs,Diagnostic Slide
a262928c-e20a-4c02-8114-1227e05c43e1,73e395cb-a0fe-4b2a-9c4b-341bee803e98,TCGA-19-4065-02A-01-BS1.ae0ac6f7-2f32-49f3-b026-a631b096bdd0.svs,Tissue Slide
a262928c-e20a-4c02-8114-1227e05c43e1,775806a1-efaf-4a87-8bae-ff8131693d44,TCGA-19-4065-01A-01-BS1.0f6408e4-310f-47f3-994f-acdea712ce33.svs,Tissue Slide
a262928c-e20a-4c02-8114-1227e05c43e1,c027a41d-1161-4419-a6d7-577f47ecce31,TCGA-19-4065-02A-01-TS1.5a73cf95-709b-4b00-b52f-92141c25bd6b.svs,Tissue Slide
a262928c-e20a-4c02-8114-1227e05c43e1,e4774df3-14d7-43e1-8d6e-59e3530f157b,4852a0bd-7339-45c7-abab-2b17b4792106.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
a267ddb4-b2d9-4292-b120-6e13e70d01f8,9a76b84d-4e3c-4867-b483-bc2559ee9222,8d8d7db0-7960-458e-be10-9b71399de6d2.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
a267ddb4-b2d9-4292-b120-6e13e70d01f8,1fefdb5c-6ba0-4040-9e0f-821a00314b5b,TCGA-VQ-AA6J-01Z-00-DX1.212AF324-26E9-4807-A64B-6325D6E94507.svs,Diagnostic Slide
a267ddb4-b2d9-4292-b120-6e13e70d01f8,678dffa1-712d-4d44-b6a1-6aa397145db5,TCGA-VQ-AA6J-01A-01-TS1.BA56A642-E9C6-4B6A-BC16-69B223E58B7B.svs,Tissue Slide
a272171b-44f5-47a5-89be-7520413c01ad,84ab5edd-38bf-4987-b9af-fa4d1cbdef2c,774f5688-bad0-4a78-b26a-7aceb353e603.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
a272171b-44f5-47a5-89be-7520413c01ad,8690bced-53a5-4c9f-9505-570105c6363d,TCGA-A8-A07Z-01A-01-TS1.3f1c6bb6-4c45-41ab-96cd-8b9003751009.svs,Tissue Slide
a272171b-44f5-47a5-89be-7520413c01ad,fa5d3f80-37cb-479b-b72a-55e802616a13,TCGA-A8-A07Z-01Z-00-DX1.713945D9-6855-456D-87FB-EF8AF8980F51.svs,Diagnostic Slide
a272171b-44f5-47a5-89be-7520413c01ad,b7e6aa78-5272-44a9-aa40-013ea4b7a1d6,TCGA-A8-A07Z-01A-01-BS1.9ea011c8-570d-479f-9023-54ddc5fe1e04.svs,Tissue Slide
a276671a-02dd-4b94-9408-1c47710791fe,c28e0c9a-f94c-494c-b28f-8ee1acae206f,TCGA-D9-A4Z6-06A-01-TS1.621F14B8-8A4D-4225-B4BC-B7BE738E26B4.svs,Tissue Slide
a276671a-02dd-4b94-9408-1c47710791fe,8409357c-1574-4e41-91b5-28366a9db520,6c9ce1b6-eef5-4c2f-b031-d973e0821a48.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
a276671a-02dd-4b94-9408-1c47710791fe,01c251e9-cf0f-415a-b4cc-bc1b44f59d16,TCGA-D9-A4Z6-06Z-00-DX1.9AE8803C-4560-4E79-97A8-0CD6DA1890DC.svs,Diagnostic Slide
a279d5aa-51f7-4e75-9e14-b206b97ec4bd,10da09cf-c6f4-4218-9bf0-0fa8efff343b,TCGA-G9-6384-11A-01-TS1.45070a85-3092-403a-80ba-470810416ee1.svs,Tissue Slide
a279d5aa-51f7-4e75-9e14-b206b97ec4bd,ca3e23c8-cda3-4f0a-ad69-f0c98374e4a4,TCGA-G9-6384-01A-01-BS1.6ce38e25-bc4c-4bf9-9a22-59f199d3967d.svs,Tissue Slide
a279d5aa-51f7-4e75-9e14-b206b97ec4bd,d75dee7d-98d3-45b4-af0f-0e4bf8d6c231,TCGA-G9-6384-01Z-00-DX1.5f44fa1f-bedb-45b7-829d-c60731e4d236.svs,Diagnostic Slide
a279d5aa-51f7-4e75-9e14-b206b97ec4bd,4ae94cb2-d0f5-4f3a-b9c9-94e3fc07231c,TCGA-G9-6384-01A-01-TS1.1454c986-bb6c-441e-a29c-314bc3810db5.svs,Tissue Slide
a279d5aa-51f7-4e75-9e14-b206b97ec4bd,cf9da75a-2cd7-4ac3-971c-48000803d0e7,d847d087-8da7-438a-9073-fa247cda1981.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
a279d5aa-51f7-4e75-9e14-b206b97ec4bd,ef9fb7bf-d47a-489a-ae30-eb58640c2f9f,706165b8-69be-4666-940f-52c044f163e5.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
a28e57e2-9071-4558-856a-162f7a837380,02e9aa63-ae0a-4c90-8f26-7cd182669770,36416403-191a-4202-a88f-de7e637c6432.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
a28e57e2-9071-4558-856a-162f7a837380,6a750c4d-1742-48fa-8710-3a1e319fe608,TCGA-D7-6526-01Z-00-DX1.d954acfe-8efc-4ab7-965b-edc8c3afdfc6.svs,Diagnostic Slide
a28e57e2-9071-4558-856a-162f7a837380,46f2c4cb-1f22-4d42-8d23-63d5a00c9658,TCGA-D7-6526-01A-01-TS1.422a96b9-349c-4b50-8440-d45fcc0098f5.svs,Tissue Slide
a28e57e2-9071-4558-856a-162f7a837380,180f4870-733e-49ae-a950-8ea8b84624a8,TCGA-D7-6526-01Z-00-DX2.8846E328-5343-4A95-A77D-3827F443A989.svs,Diagnostic Slide
a28e57e2-9071-4558-856a-162f7a837380,3c75bff7-b58b-43e9-9eaf-d416c3a821f0,TCGA-D7-6526-01A-01-BS1.dac7c80f-1a7f-40e1-bf6a-e99fd513be93.svs,Tissue Slide
a2934508-3daf-49e2-b14f-ed9b7693f96f,987d401a-3e68-414e-8067-afe277b02fad,f6f90b5a-51c6-4402-aab5-081f5e2931a0.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
a2934508-3daf-49e2-b14f-ed9b7693f96f,0783ac17-c5d5-422c-9504-3bd628a6983d,TCGA-A2-A0ES-01A-01-TSA.9e47cc5c-6fcd-4515-ac20-1d81d3c58100.svs,Tissue Slide
a2934508-3daf-49e2-b14f-ed9b7693f96f,8301908a-0d36-4454-8781-af82ebe2dddf,TCGA-A2-A0ES-01A-01-BSA.b0f78d87-bc17-441f-bb40-6028b6e64099.svs,Tissue Slide
a2934508-3daf-49e2-b14f-ed9b7693f96f,d5f22fbe-09fb-42e8-9b58-3f68b264d22c,TCGA-A2-A0ES-01Z-00-DX1.5652EE30-48C1-4EC1-AD77-8C72DFCB9A97.svs,Diagnostic Slide
a29a20e3-5c2c-4f37-b93e-ae9ebc46ec53,af9653fc-f863-4e78-92a8-4ec683d44461,8bcf201b-a2ac-4026-ace4-39a0d915da41.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
a29a20e3-5c2c-4f37-b93e-ae9ebc46ec53,3a8ce1d2-8f02-440e-b9da-2d1caa8a9c73,TCGA-3N-A9WD-06A-01-TSA.FA0343B4-3FBC-4AA6-90A6-C1424884286F.svs,Tissue Slide
a29a20e3-5c2c-4f37-b93e-ae9ebc46ec53,002eb922-8889-4315-9850-2837cad9f342,TCGA-3N-A9WD-01Z-00-DX1.3B836595-3D67-4985-9D3B-39A7AE38B550.svs,Diagnostic Slide
a2a71cb0-9dbd-45cc-8867-da84500515e7,e6aa69ed-ce5a-4614-890c-77ca37e41dda,TCGA-BR-4370-01Z-00-DX1.a221ca0e-5055-41c3-97a5-d8b9ff847e45.svs,Diagnostic Slide
a2a71cb0-9dbd-45cc-8867-da84500515e7,298c95de-4177-4cd5-b851-12836c2bfabe,TCGA-BR-4370-01A-01-TS1.7844a109-911a-48d4-88ea-0dc4b604c708.svs,Tissue Slide
a2a71cb0-9dbd-45cc-8867-da84500515e7,672c7c64-05a9-4f38-80af-70f88608f1a7,2c26f7a3-717d-4c25-8120-e1a4674fc1b5.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
a2a71cb0-9dbd-45cc-8867-da84500515e7,f332f502-5cb6-4b90-8d65-d69a5038e68d,TCGA-BR-4370-11A-01-TS1.262c517e-8ba4-4b4d-b7b8-00c2e4d366c6.svs,Tissue Slide
a2a71cb0-9dbd-45cc-8867-da84500515e7,7ebda02d-8615-44f3-86b1-5605c9a6b7f3,TCGA-BR-4370-11A-01-BS1.9159a0b8-332d-44c3-96aa-9a9e873e975e.svs,Tissue Slide
a2a71cb0-9dbd-45cc-8867-da84500515e7,9f7be58e-de84-40de-bb7d-d1c648d74b4f,TCGA-BR-4370-01A-01-BS1.731932d0-5d58-4608-86ce-14af0bbfabfe.svs,Tissue Slide
a2b0094b-8a0c-4505-a1fa-7e1e47d0374d,5b321748-38f2-48af-8488-52dd77a7207e,TCGA-06-0678-11A-03-TS3.C4BDE1BB-4CF8-46A1-862D-F776C7EF4EF9.svs,Tissue Slide
a2c17e87-d8bc-4160-88ae-e3e894d013e4,bd670238-6bf6-4745-977e-785ac169700f,TCGA-BC-A112-01Z-00-DX1.4CC4A845-25F1-4DC2-8142-9990A66E9C1B.svs,Diagnostic Slide
a2c17e87-d8bc-4160-88ae-e3e894d013e4,28c03921-6a64-4ce6-9627-8734812e4809,96aa5d94-f2d7-4173-8477-ccbfaa3451b5.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
a2c17e87-d8bc-4160-88ae-e3e894d013e4,07e47133-b2c3-4bf1-94ba-cd78caeaa06d,TCGA-BC-A112-11A-01-TS1.2acbbef2-4844-4ba0-b3f6-fc76bcf100a7.svs,Tissue Slide
a2c17e87-d8bc-4160-88ae-e3e894d013e4,4c3a0e29-caac-4039-ba5f-2e2213aba361,TCGA-BC-A112-01A-01-MS1.6acde1b7-8da2-482f-a7ad-874defdf5b49.svs,Tissue Slide
a2db9dd1-44d5-48b5-817c-a21a85fadb21,09385f52-e4ad-4ae0-9f09-91e8dd5fc953,6542e1dd-afee-40e9-a16e-aa9a448963b3.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
a2db9dd1-44d5-48b5-817c-a21a85fadb21,aff3dd6e-b8a6-4b30-a1b8-e3bc437e7330,TCGA-A1-A0SJ-01A-01-TSA.c61cc926-b7df-4519-a049-1a65ec97a99c.svs,Tissue Slide
a2db9dd1-44d5-48b5-817c-a21a85fadb21,9a3a3830-9674-4f9b-985f-e50062e78807,TCGA-A1-A0SJ-01Z-00-DX1.C196FA66-C376-4016-86BC-3D8E745B3A51.svs,Diagnostic Slide
a2e47568-eb43-4c89-ad7c-dfbaa2ba7e27,b6b2ae52-0c7b-46a8-aabb-197b2c72042d,TCGA-CL-4957-01A-01-BS1.8d10c747-4056-4350-9d4d-371c5615a774.svs,Tissue Slide
a2e47568-eb43-4c89-ad7c-dfbaa2ba7e27,65bd6f7a-f554-466a-9a3a-12c70b1cee25,TCGA-CL-4957-01A-01-TS1.1c8dee4d-dae2-4018-892b-754d1b3977f2.svs,Tissue Slide
a2e47568-eb43-4c89-ad7c-dfbaa2ba7e27,ad7d91a9-bc00-4e48-b15b-257636415dae,ec51dd1b-5733-485c-a09a-8d50d1d9fda1.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
a2e47568-eb43-4c89-ad7c-dfbaa2ba7e27,bdccc2d5-8f87-46b1-8c13-df3b3fdc908e,TCGA-CL-4957-01Z-00-DX1.95ade564-bef3-4e82-af52-7d3a0a15b75d.svs,Diagnostic Slide
a2efe7e1-aca3-440f-825f-ed621edca69f,211bd9fc-0cdb-4e66-b62c-38e839337841,TCGA-A7-A4SA-11A-03-TS3.85ABFBA5-F025-4DFF-B0EA-7F5A2C463B20.svs,Tissue Slide
a2efe7e1-aca3-440f-825f-ed621edca69f,c9c725eb-c15b-4679-9ea6-4e3c5f9e3ac4,TCGA-A7-A4SA-11A-04-BS4.122DB3B3-18EA-4229-9DF5-8DDDA811879A.svs,Tissue Slide
a2efe7e1-aca3-440f-825f-ed621edca69f,d9bbf456-76eb-4cd9-bdab-dedaee779d2f,TCGA-A7-A4SA-11A-02-TS2.2A4F7894-546A-4D50-9E6A-AAE169B70005.svs,Tissue Slide
a2efe7e1-aca3-440f-825f-ed621edca69f,1e541905-3c32-4612-b7e5-5ab0ed7ba270,TCGA-A7-A4SA-01A-01-TS1.6BABADF3-6C88-40C7-AF2E-C799B22BF428.svs,Tissue Slide
a2efe7e1-aca3-440f-825f-ed621edca69f,8e323813-d93c-4c33-85b1-78a0137f5c8b,TCGA-A7-A4SA-11A-01-TS1.389F6FF1-3F8F-4EBD-A14C-19979587608D.svs,Tissue Slide
a2efe7e1-aca3-440f-825f-ed621edca69f,23653118-3aeb-4fa4-9e54-a9b35d2ac9dd,TCGA-A7-A4SA-11A-04-TS4.C265C558-8EF0-4715-B794-3C032FE1184C.svs,Tissue Slide
a2efe7e1-aca3-440f-825f-ed621edca69f,e4f1f27b-24a1-4d01-af87-b2692d092d2a,b05af4cd-19e2-4752-ad71-c36b886f4507.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
a2efe7e1-aca3-440f-825f-ed621edca69f,f557664b-b8d8-4802-8ebc-5e7d5d5fa40e,TCGA-A7-A4SA-01Z-00-DX1.B48FFD3E-9B45-4CEA-ACEE-5B08058CCF5F.svs,Diagnostic Slide
a300db40-e0b8-4c45-abbd-d7aa06211e9c,002a60d4-280c-44b5-a0bf-5e2f063253b2,TCGA-EA-A6QX-01A-01-TSA.66853F14-1300-4D44-B297-061FFA80102D.svs,Tissue Slide
a30fbec8-68c1-41ed-984f-8476f1984085,650ae262-eb6c-44a1-887e-28c95394f3e2,TCGA-2G-AAKM-01Z-00-DX2.21AC55B5-25B2-4E0C-97BB-285BD6C42FEA.svs,Diagnostic Slide
a30fbec8-68c1-41ed-984f-8476f1984085,a47922f1-16a3-463d-8f33-624cf86ad88c,TCGA-2G-AAKM-01Z-00-DX1.99AA413A-8496-427C-94F1-DBFE0AFEAA94.svs,Diagnostic Slide
a30fbec8-68c1-41ed-984f-8476f1984085,b0ceebc2-034f-415b-9033-3e638b152702,0a327e5d-f180-4e21-9bd3-7e42b1d2233a.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
a30fbec8-68c1-41ed-984f-8476f1984085,2bf6918a-c67b-456d-aec4-926e4d2468fb,TCGA-2G-AAKM-01A-01-TS1.11297FBF-7E9B-446F-9657-E5F89DA3A5C5.svs,Tissue Slide
a31554af-d77a-4862-8aed-4581fb2bd877,1c8b826f-508b-4da7-83ce-1c270064ae56,bd588720-e890-4210-bf17-bc0ad7cf9471.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
a31554af-d77a-4862-8aed-4581fb2bd877,c6bbbe80-e2cf-4800-905f-8a304a34e0f3,TCGA-BG-A3EW-01Z-00-DX1.D0063121-8765-41C5-B0BE-10719DF0420D.svs,Diagnostic Slide
a31554af-d77a-4862-8aed-4581fb2bd877,9f057cd0-ac5b-496a-9b48-64ca917f7990,TCGA-BG-A3EW-01A-01-TSA.5F8074F6-B42B-4ECF-A051-A37F9B9BE555.svs,Tissue Slide
a31554af-d77a-4862-8aed-4581fb2bd877,c4c2cb57-c08e-4664-9828-0b97ca8aa666,TCGA-BG-A3EW-11A-02-TSB.5D0CF041-BD1C-416A-AAA5-035B622D3C2E.svs,Tissue Slide
a31554af-d77a-4862-8aed-4581fb2bd877,007f9390-1d58-4665-b3be-46b3e7219194,9a856422-27a8-4ab7-b936-9532982fbcc4.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
a32cb96a-78bf-456e-a6ab-2d47b2c67ad4,35fd75aa-21e8-49c0-8b40-159839c3cc19,7de22a44-8f58-4a73-90a3-a16d161160e8.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
a32cb96a-78bf-456e-a6ab-2d47b2c67ad4,da84f488-af86-4472-bf87-063a9137e1db,8aed99b7-de49-4e7e-8fb3-17d897c03e00.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
a32cb96a-78bf-456e-a6ab-2d47b2c67ad4,3dc06b65-5ca3-4127-a207-916a9c701268,TCGA-BH-A0BT-01A-01-TSA.0d7af972-fe18-47c7-b863-2bb47d611f22.svs,Tissue Slide
a32cb96a-78bf-456e-a6ab-2d47b2c67ad4,6bce3e0b-da5a-49bf-bd66-cd398a08a43d,TCGA-BH-A0BT-11A-02-BSB.73503ef7-6ebe-4863-b748-af97e8b69c1e.svs,Tissue Slide
a32cb96a-78bf-456e-a6ab-2d47b2c67ad4,8172a303-4196-47d8-9f94-099197192abc,TCGA-BH-A0BT-11A-02-TSB.5fd20500-e1c7-4d0b-a910-aa15942594b0.svs,Tissue Slide
a32cb96a-78bf-456e-a6ab-2d47b2c67ad4,2c83bc8f-ac3c-4749-921a-cdef6f872704,TCGA-BH-A0BT-01Z-00-DX1.9087B9E7-C0CD-4179-AF57-AD9255785169.svs,Diagnostic Slide
a32cb96a-78bf-456e-a6ab-2d47b2c67ad4,c4a50f22-b7f0-478f-86b3-f7128bcebcbe,TCGA-BH-A0BT-01A-01-BSA.5024ab0b-133d-4414-803d-29a1d63df444.svs,Tissue Slide
a36a4440-15ef-4837-904b-380a964d16f1,bd0e5994-2146-4eb9-aec9-676f5a1eef1a,TCGA-24-1844-01A-01-BS1.77eb1696-4cf6-4a2b-a225-52c0ee0f9082.svs,Tissue Slide
a37238f3-55b5-43df-a0c5-3d22ee5156f3,6bed8108-3fef-45af-b0e6-acbb12e190b6,TCGA-DX-A48R-01A-01-TS1.C6A0F26C-88EE-4BCB-A5B7-C4D88AC2CCAB.svs,Tissue Slide
a37238f3-55b5-43df-a0c5-3d22ee5156f3,95c96b93-ca17-48ae-ae37-ea7f5e498428,TCGA-DX-A48R-01Z-00-DX1.2D3E93D6-1051-4992-B0A2-BA981EB11005.svs,Diagnostic Slide
a37238f3-55b5-43df-a0c5-3d22ee5156f3,1e807b38-cbc9-4a26-8a7b-05866886b58a,1378619e-4196-48ec-a823-b1de339ec37b.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
a3898640-0d85-441d-a000-b5b8ff857399,6543646a-1b8c-439a-bc3a-76c5d9578f00,c3955ac8-3d67-448a-9cdd-683afd745ffa.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
a3898640-0d85-441d-a000-b5b8ff857399,6128df04-7390-4b87-b85e-da13713affef,TCGA-24-1470-01A-01-BS1.b1fce053-0934-489a-b25c-2d05505e4bce.svs,Tissue Slide
a3a4a518-2dac-4846-9476-1aa7e0c1fb5e,b061b96e-b2be-423d-9d1d-43b6d004de0c,TCGA-XK-AAJR-01Z-00-DX1.4B74631F-EFCB-48AB-93EA-21BA74103F30.svs,Diagnostic Slide
a3a4a518-2dac-4846-9476-1aa7e0c1fb5e,68d49ed1-38e7-452d-a374-b231aec24e0f,db6555f4-07d6-493b-9d59-c89e4ba07d17.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
a3a72058-5a59-45ac-b945-3dcaa566cb03,41a176a2-d084-4a5f-bc3e-ff64cdf27bba,TCGA-XE-AAOL-01A-01-TSA.D29F21A7-A733-47D1-A643-4C8FDBB64E21.svs,Tissue Slide
a3a72058-5a59-45ac-b945-3dcaa566cb03,aa2541f7-9582-4bcf-be3a-9fd472c8f04e,6c549ec8-e221-4f87-a58a-200329f32aed.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
a3a72058-5a59-45ac-b945-3dcaa566cb03,72f02b7c-e72c-49e5-b766-3cf4c5d97628,TCGA-XE-AAOL-01Z-00-DX1.41F340C6-7961-4F7E-AEE5-D33E818344E4.svs,Diagnostic Slide
a3be445a-a592-4073-815b-47ae41f9c4a0,336fd53c-7a2e-4a64-8d7e-de3c2e6b5e67,TCGA-C5-A1M9-01Z-00-DX1.A84760B1-02A8-4380-954A-7A4133E9C763.svs,Diagnostic Slide
a3c1f9a2-9174-48cf-81dc-2afcfdc4ba9c,8f7150de-80af-4b9c-a294-02370f867b61,TCGA-D7-5578-01A-01-TS1.5be0df68-4c65-46d8-a058-3d01b01358d7.svs,Tissue Slide
a3c1f9a2-9174-48cf-81dc-2afcfdc4ba9c,e470cfaf-a472-46e0-b0d2-775555aacefd,TCGA-D7-5578-01Z-00-DX1.8216cb00-cc28-4872-aef7-3b9c18e16117.svs,Diagnostic Slide
a3c1f9a2-9174-48cf-81dc-2afcfdc4ba9c,be8c120b-7cfd-4250-958b-6ea4dbe72507,TCGA-D7-5578-01A-01-BS1.9f452dad-3e66-4346-8278-61ffebbd6185.svs,Tissue Slide
a3c1f9a2-9174-48cf-81dc-2afcfdc4ba9c,e9ac3529-115b-4024-97bf-b1a72c548268,TCGA-D7-5578-01Z-00-DX2.715B0263-C855-4C4F-8A53-16B0CA9432C8.svs,Diagnostic Slide
a3c1f9a2-9174-48cf-81dc-2afcfdc4ba9c,067a9312-8473-4644-9901-9e43fa963b1f,9cd99f7b-af6c-47bd-a1a9-0b808b49f7e9.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
a3c849f2-c006-4368-950d-998a26cd368b,e2740bdf-ff53-485c-8c3d-7b0fc34688c2,a2c6ed5f-45da-425b-aba8-b9ca8b357ec5.rna_seq.augmented_star_gene_counts.tsv,RNA-Seq
a3c849f2-c006-4368-950d-998a26cd368b,5e2651c0-cbb9-41df-9361-3baf1e71d7a9,TCGA-PQ-A6FN-01A-01-TS1.8DD0A460-BF41-48A6-9ED2-37C51605DBB4.svs,Tissue Slide
